cpui_model_name;cpui_cpu_cores;last_html_path;maqao_version;global_instances_per_bucket;timestamp;instances_per_bucket;cpui_cache_size;os_version;cur_frequency;min_time_obj;hostname;max_frequency;cqa_arch;cqa_uarch;is_src_code;lprof_suffix;exp_version;universal_timestamp;maqao_build;
AMD FX(tm)-8350 Eight-Core Processor;4;sobel_one_html/index.html;2.16.0;31;2023-01-16 16:15:59;31;2048 KB;Linux 6.1.6-arch1-1 #1 SMP PREEMPT_DYNAMIC Sat, 14 Jan 2023 13:09:35 +0000;4090024;0.1;jormungandr;4000000;x86_64;ZEN_V1;true;_npsu_run_0;3.1;1673882159;766cd4a6ff7535ecc31168278a1f4b2786663ebf::20221116-145906;
