                   0;              5529600 bytes;     3546904.000 ns;        1486.772 MiB/s
                   1;              5529600 bytes;     2500755.000 ns;        2108.738 MiB/s
                   2;              5529600 bytes;     3094839.000 ns;        1703.946 MiB/s
                   3;              5529600 bytes;     2819272.000 ns;        1870.496 MiB/s
                   4;              5529600 bytes;     2529633.000 ns;        2084.665 MiB/s
                   5;              5529600 bytes;     2565901.000 ns;        2055.199 MiB/s
                   6;              5529600 bytes;     2532314.000 ns;        2082.458 MiB/s
                   7;              5529600 bytes;     2595323.000 ns;        2031.900 MiB/s
                   8;              5529600 bytes;     2595100.000 ns;        2032.075 MiB/s
                   9;              5529600 bytes;     2707991.000 ns;        1947.362 MiB/s
                  10;              5529600 bytes;     2566141.000 ns;        2055.007 MiB/s
                  11;              5529600 bytes;     3126711.000 ns;        1686.577 MiB/s
                  12;              5529600 bytes;     2516519.000 ns;        2095.529 MiB/s
                  13;              5529600 bytes;     2687246.000 ns;        1962.395 MiB/s
                  14;              5529600 bytes;     2612023.000 ns;        2018.909 MiB/s
                  15;              5529600 bytes;     2519405.000 ns;        2093.128 MiB/s
                  16;              5529600 bytes;     2540676.000 ns;        2075.604 MiB/s
                  17;              5529600 bytes;     2515740.000 ns;        2096.177 MiB/s
                  18;              5529600 bytes;     2513791.000 ns;        2097.803 MiB/s
                  19;              5529600 bytes;     2524806.000 ns;        2088.651 MiB/s
                  20;              5529600 bytes;     2598494.000 ns;        2029.421 MiB/s
                  21;              5529600 bytes;     2586826.000 ns;        2038.574 MiB/s
                  22;              5529600 bytes;     2507571.000 ns;        2103.006 MiB/s
                  23;              5529600 bytes;     2522993.000 ns;        2090.151 MiB/s
                  24;              5529600 bytes;     2539525.000 ns;        2076.545 MiB/s
                  25;              5529600 bytes;     2518617.000 ns;        2093.783 MiB/s
                  26;              5529600 bytes;     2517971.000 ns;        2094.320 MiB/s
                  27;              5529600 bytes;     2605533.000 ns;        2023.938 MiB/s
                  28;              5529600 bytes;     2587047.000 ns;        2038.400 MiB/s
                  29;              5529600 bytes;     2493444.000 ns;        2114.921 MiB/s
                  30;              5529600 bytes;     2535318.000 ns;        2079.991 MiB/s
                  31;              5529600 bytes;     2533148.000 ns;        2081.772 MiB/s
                  32;              5529600 bytes;     2527264.000 ns;        2086.619 MiB/s
                  33;              5529600 bytes;     2528081.000 ns;        2085.945 MiB/s
                  34;              5529600 bytes;     2601791.000 ns;        2026.849 MiB/s
                  35;              5529600 bytes;     2592012.000 ns;        2034.496 MiB/s
                  36;              5529600 bytes;     2517641.000 ns;        2094.595 MiB/s
                  37;              5529600 bytes;     2522918.000 ns;        2090.214 MiB/s
                  38;              5529600 bytes;     2524566.000 ns;        2088.849 MiB/s
                  39;              5529600 bytes;     2511907.000 ns;        2099.376 MiB/s
                  40;              5529600 bytes;     2537697.000 ns;        2078.041 MiB/s
                  41;              5529600 bytes;     2595169.000 ns;        2032.021 MiB/s
                  42;              5529600 bytes;     2576988.000 ns;        2046.357 MiB/s
                  43;              5529600 bytes;     2511562.000 ns;        2099.664 MiB/s
                  44;              5529600 bytes;     2532412.000 ns;        2082.377 MiB/s
                  45;              5529600 bytes;     2525152.000 ns;        2088.364 MiB/s
                  46;              5529600 bytes;     2521169.000 ns;        2091.664 MiB/s
                  47;              5529600 bytes;     2525540.000 ns;        2088.044 MiB/s
                  48;              5529600 bytes;     2534685.000 ns;        2080.510 MiB/s
                  49;              5529600 bytes;     2536040.000 ns;        2079.398 MiB/s
                  50;              5529600 bytes;     2579855.000 ns;        2044.083 MiB/s
                  51;              5529600 bytes;     2568194.000 ns;        2053.364 MiB/s
                  52;              5529600 bytes;     2518188.000 ns;        2094.140 MiB/s
                  53;              5529600 bytes;     2524830.000 ns;        2088.631 MiB/s
                  54;              5529600 bytes;     2533153.000 ns;        2081.768 MiB/s
                  55;              5529600 bytes;     2515630.000 ns;        2096.269 MiB/s
                  56;              5529600 bytes;     2528289.000 ns;        2085.773 MiB/s
                  57;              5529600 bytes;     2594276.000 ns;        2032.720 MiB/s
                  58;              5529600 bytes;     2573514.000 ns;        2049.119 MiB/s
                  59;              5529600 bytes;     2529776.000 ns;        2084.547 MiB/s
                  60;              5529600 bytes;     2510439.000 ns;        2100.604 MiB/s
                  61;              5529600 bytes;     2531025.000 ns;        2083.519 MiB/s
                  62;              5529600 bytes;     2512565.000 ns;        2098.826 MiB/s
                  63;              5529600 bytes;     2526295.000 ns;        2087.420 MiB/s
                  64;              5529600 bytes;     2566754.000 ns;        2054.516 MiB/s
                  65;              5529600 bytes;     2556622.000 ns;        2062.658 MiB/s
                  66;              5529600 bytes;     2527670.000 ns;        2086.284 MiB/s
                  67;              5529600 bytes;     2526774.000 ns;        2087.024 MiB/s
                  68;              5529600 bytes;     2525249.000 ns;        2088.284 MiB/s
                  69;              5529600 bytes;     2532916.000 ns;        2081.963 MiB/s
                  70;              5529600 bytes;     2523711.000 ns;        2089.557 MiB/s
                  71;              5529600 bytes;     2584494.000 ns;        2040.414 MiB/s
                  72;              5529600 bytes;     2549039.000 ns;        2068.794 MiB/s
                  73;              5529600 bytes;     2551883.000 ns;        2066.489 MiB/s
                  74;              5529600 bytes;     2516459.000 ns;        2095.579 MiB/s
                  75;              5529600 bytes;     2537848.000 ns;        2077.917 MiB/s
                  76;              5529600 bytes;     2522755.000 ns;        2090.349 MiB/s
                  77;              5529600 bytes;     2511715.000 ns;        2099.537 MiB/s
                  78;              5529600 bytes;     2586425.000 ns;        2038.891 MiB/s
                  79;              5529600 bytes;     2556659.000 ns;        2062.628 MiB/s
                  80;              5529600 bytes;     2533823.000 ns;        2081.218 MiB/s
                  81;              5529600 bytes;     2534229.000 ns;        2080.884 MiB/s
