                   0;              5529600 bytes;    33903937.000 ns;         155.541 MiB/s
                   1;              5529600 bytes;    32340544.000 ns;         163.060 MiB/s
                   2;              5529600 bytes;    32454746.000 ns;         162.486 MiB/s
                   3;              5529600 bytes;    32466697.000 ns;         162.426 MiB/s
                   4;              5529600 bytes;    32582051.000 ns;         161.851 MiB/s
                   5;              5529600 bytes;    32587226.000 ns;         161.825 MiB/s
                   6;              5529600 bytes;    32748057.000 ns;         161.031 MiB/s
                   7;              5529600 bytes;    32648759.000 ns;         161.520 MiB/s
                   8;              5529600 bytes;    32799672.000 ns;         160.777 MiB/s
                   9;              5529600 bytes;    32789440.000 ns;         160.827 MiB/s
                  10;              5529600 bytes;    32750401.000 ns;         161.019 MiB/s
                  11;              5529600 bytes;    32842811.000 ns;         160.566 MiB/s
                  12;              5529600 bytes;    32920713.000 ns;         160.186 MiB/s
                  13;              5529600 bytes;    32914170.000 ns;         160.218 MiB/s
                  14;              5529600 bytes;    32971280.000 ns;         159.940 MiB/s
                  15;              5529600 bytes;    32982061.000 ns;         159.888 MiB/s
                  16;              5529600 bytes;    33020384.000 ns;         159.702 MiB/s
                  17;              5529600 bytes;    33048750.000 ns;         159.565 MiB/s
                  18;              5529600 bytes;    33021574.000 ns;         159.697 MiB/s
                  19;              5529600 bytes;    33074906.000 ns;         159.439 MiB/s
                  20;              5529600 bytes;    32919848.000 ns;         160.190 MiB/s
                  21;              5529600 bytes;    32910900.000 ns;         160.234 MiB/s
                  22;              5529600 bytes;    32982995.000 ns;         159.884 MiB/s
                  23;              5529600 bytes;    32969403.000 ns;         159.949 MiB/s
                  24;              5529600 bytes;    32923776.000 ns;         160.171 MiB/s
                  25;              5529600 bytes;    32951135.000 ns;         160.038 MiB/s
                  26;              5529600 bytes;    32983790.000 ns;         159.880 MiB/s
                  27;              5529600 bytes;    32947493.000 ns;         160.056 MiB/s
                  28;              5529600 bytes;    32943038.000 ns;         160.077 MiB/s
                  29;              5529600 bytes;    32953776.000 ns;         160.025 MiB/s
                  30;              5529600 bytes;    33006858.000 ns;         159.768 MiB/s
                  31;              5529600 bytes;    33014764.000 ns;         159.730 MiB/s
                  32;              5529600 bytes;    33002177.000 ns;         159.791 MiB/s
                  33;              5529600 bytes;    33008010.000 ns;         159.762 MiB/s
                  34;              5529600 bytes;    32900023.000 ns;         160.287 MiB/s
                  35;              5529600 bytes;    32919923.000 ns;         160.190 MiB/s
                  36;              5529600 bytes;    32905298.000 ns;         160.261 MiB/s
                  37;              5529600 bytes;    32897449.000 ns;         160.299 MiB/s
                  38;              5529600 bytes;    32926805.000 ns;         160.156 MiB/s
                  39;              5529600 bytes;    32907527.000 ns;         160.250 MiB/s
                  40;              5529600 bytes;    32973596.000 ns;         159.929 MiB/s
                  41;              5529600 bytes;    32957522.000 ns;         160.007 MiB/s
                  42;              5529600 bytes;    32951123.000 ns;         160.038 MiB/s
                  43;              5529600 bytes;    32972622.000 ns;         159.934 MiB/s
                  44;              5529600 bytes;    32949857.000 ns;         160.044 MiB/s
                  45;              5529600 bytes;    32956055.000 ns;         160.014 MiB/s
                  46;              5529600 bytes;    32946676.000 ns;         160.060 MiB/s
                  47;              5529600 bytes;    32937923.000 ns;         160.102 MiB/s
                  48;              5529600 bytes;    32941981.000 ns;         160.083 MiB/s
                  49;              5529600 bytes;    32961376.000 ns;         159.988 MiB/s
                  50;              5529600 bytes;    32959230.000 ns;         159.999 MiB/s
                  51;              5529600 bytes;    32930630.000 ns;         160.138 MiB/s
                  52;              5529600 bytes;    32956401.000 ns;         160.013 MiB/s
                  53;              5529600 bytes;    32940027.000 ns;         160.092 MiB/s
                  54;              5529600 bytes;    32924616.000 ns;         160.167 MiB/s
                  55;              5529600 bytes;    32961901.000 ns;         159.986 MiB/s
                  56;              5529600 bytes;    32938823.000 ns;         160.098 MiB/s
